1	0.001307	0.001307
2	0.001307	0.001816
3	0.001307	0.001714
4	0.001307	0.000530
5	0.001307	0.000680
6	0.001307	0.000630
7	0.001307	0.000623
8	0.001307	0.000649
9	0.001307	0.000625
10	0.001307	0.001542
11	0.001307	0.001627
12	0.001307	0.000676
13	0.001307	0.000803
14	0.001307	0.001644
15	0.001307	0.001659
16	0.001307	0.001761
17	0.001307	0.001687
18	0.001307	0.001911
19	0.001307	0.001051
20	0.001307	0.001607
21	0.001307	0.001685
22	0.001307	0.001706
23	0.001307	0.001797
24	0.001307	0.001822
25	0.001307	0.001741
26	0.001307	0.001807
27	0.001307	0.001499
28	0.001307	0.001840
29	0.001307	0.001898
30	0.001307	0.001462
31	0.001307	0.002357
32	0.001307	0.001583
33	0.001307	0.002237
34	0.001307	0.002068
35	0.001307	0.002038
36	0.001307	0.002214
37	0.001307	0.002277
38	0.001307	0.002583
39	0.001307	0.002256
40	0.001307	0.002203
41	0.001307	0.002249
42	0.001307	0.002276
43	0.001307	0.002486
44	0.001307	0.002694
45	0.001307	0.002346
46	0.001307	0.002426
47	0.001307	0.002385
48	0.001307	0.002275
