1	0.001511	0.001511
2	0.001511	0.000842
3	0.001511	0.000686
4	0.001511	0.000619
5	0.001511	0.000587
6	0.001511	0.000527
7	0.001511	0.000688
8	0.001511	0.000586
9	0.001511	0.000498
10	0.001511	0.000551
11	0.001511	0.000693
12	0.001511	0.000657
13	0.001511	0.000749
14	0.001511	0.000683
15	0.001511	0.000904
16	0.001511	0.000904
17	0.001511	0.000774
18	0.001511	0.000891
19	0.001511	0.001696
20	0.001511	0.001066
21	0.001511	0.000938
22	0.001511	0.000858
23	0.001511	0.001136
24	0.001511	0.001034
25	0.001511	0.001595
26	0.001511	0.001678
27	0.001511	0.001137
28	0.001511	0.001051
29	0.001511	0.001137
30	0.001511	0.001202
31	0.001511	0.001715
32	0.001511	0.001285
33	0.001511	0.001276
34	0.001511	0.001735
35	0.001511	0.001174
36	0.001511	0.002047
37	0.001511	0.001802
38	0.001511	0.001862
39	0.001511	0.001665
40	0.001511	0.001725
41	0.001511	0.001810
42	0.001511	0.001731
43	0.001511	0.001857
44	0.001511	0.001727
45	0.001511	0.001822
46	0.001511	0.001793
47	0.001511	0.001685
48	0.001511	0.001831
