1	0.001657	0.001657
2	0.001657	0.000850
3	0.001657	0.000667
4	0.001657	0.000610
5	0.001657	0.000490
6	0.001657	0.000577
7	0.001657	0.000560
8	0.001657	0.000601
9	0.001657	0.000576
10	0.001657	0.000549
11	0.001657	0.000554
12	0.001657	0.000708
13	0.001657	0.000886
14	0.001657	0.000909
15	0.001657	0.000791
16	0.001657	0.000771
17	0.001657	0.001030
18	0.001657	0.000836
19	0.001657	0.000885
20	0.001657	0.000928
21	0.001657	0.000912
22	0.001657	0.000973
23	0.001657	0.000981
24	0.001657	0.001050
25	0.001657	0.001010
26	0.001657	0.001555
27	0.001657	0.001049
28	0.001657	0.001113
29	0.001657	0.001746
30	0.001657	0.001122
31	0.001657	0.001105
32	0.001657	0.001192
33	0.001657	0.001827
34	0.001657	0.001804
35	0.001657	0.001254
36	0.001657	0.001325
37	0.001657	0.001811
38	0.001657	0.001564
39	0.001657	0.001406
40	0.001657	0.001714
41	0.001657	0.001690
42	0.001657	0.001789
43	0.001657	0.001536
44	0.001657	0.001745
45	0.001657	0.001657
46	0.001657	0.001707
47	0.001657	0.001718
48	0.001657	0.001717
