1	2.651665	2.651665
2	2.651665	1.358150
3	2.651665	0.906374
4	2.651665	0.687863
5	2.651665	0.562862
6	2.651665	0.484086
7	2.651665	0.608768
8	2.651665	0.624779
9	2.651665	0.668990
10	2.651665	0.594061
11	2.651665	0.559988
12	2.651665	0.628827
13	2.651665	0.558991
14	2.651665	0.607723
15	2.651665	0.563466
16	2.651665	0.553549
17	2.651665	0.520993
18	2.651665	0.488742
19	2.651665	0.586995
20	2.651665	0.585030
21	2.651665	0.549055
22	2.651665	0.527996
23	2.651665	0.543996
24	2.651665	0.508002
25	2.651665	0.593993
26	2.651665	0.536000
27	2.651665	0.547998
28	2.651665	0.511262
29	2.651665	0.515998
30	2.651665	0.506994
31	2.651665	0.597994
32	2.651665	0.534993
33	2.651665	0.531994
34	2.651665	0.531987
35	2.651665	0.562993
36	2.651665	0.526750
37	2.651665	0.564998
38	2.651665	0.588994
39	2.651665	0.560992
40	2.651665	0.535993
41	2.651665	0.538993
42	2.651665	0.602997
43	2.651665	0.581164
44	2.651665	0.569986
45	2.651665	0.553995
46	2.651665	0.550993
47	2.651665	0.538993
48	2.651665	0.597997
